company_name,company_number,company_status,company_type,company_subtype,incorporation_date,registered_date,nature_of_business,registered_office_address,_drop_reason
CONNECT VENTURES FIVE (SCOTLAND) LIMITED,SC864576,active,ltd,,30-09-2025,30-09-2025,[66300],Citypoint Edinburgh United Kingdom EH12 5HD,only SIC 66300 + incorporated 2024 or later
ELEPHANTA CAPITAL LTD,16000765,active,ltd,,07-10-2024,07-10-2024,[66300],11 Bolton Street London England W1J 8BB,only SIC 66300 + incorporated 2024 or later
GSCM CAPITAL I LIMITED,11645304,active,ltd,,26-10-2018,26-10-2018,[66300],Moor Place London England EC2Y 9DT,name pattern: roman-numeral fund series suffix
ECI 12 SPECIAL PURPOSE MIDCO 2 LIMITED,16559406,active,ltd,,03-07-2025,03-07-2025,[66300],Building 4 Croxley Park Watford United Kingdom WD18 8YF,name pattern: midco
STG PARTNERS UK LIMITED,15748325,active,ltd,,29-05-2024,29-05-2024,[66300],6 Upper Grosvenor Street London United Kingdom W1K 2LJ,only SIC 66300 + incorporated 2024 or later
MARGAUX PLATFORMS LIMITED,16632395,active,ltd,,06-08-2025,06-08-2025,[66300],84 Brook Street London United Kingdom W1K 5EH,only SIC 66300 + incorporated 2024 or later
GUIXOLS ASSET MANAGEMENT LTD,16815833,active,ltd,,28-10-2025,28-10-2025,[66300],35/37 Ludgate Hill London United Kingdom EC4M 7JN,only SIC 66300 + incorporated 2024 or later
ASSET PORTFOLIO GROUP LTD,16538115,active,ltd,,24-06-2025,24-06-2025,[66300],128 City Road London United Kingdom EC1V 2NX,only SIC 66300 + incorporated 2024 or later
HASLIBERG 2005 LIMITED,16538586,active,ltd,,24-06-2025,24-06-2025,[66300],C/O Guy Payne & Co Neston United Kingdom CH64 9XF,only SIC 66300 + incorporated 2024 or later
DMG RENOWN INVESTMENTS LIMITED,16301454,active,ltd,,07-03-2025,07-03-2025,[66300],Northcliffe House London United Kingdom W8 5HY,only SIC 66300 + incorporated 2024 or later
BLC III GP MEMBER LTD,15635295,active,ltd,,11-04-2024,11-04-2024,[66300],25 Southampton Buildings London United Kingdom WC2A 1AL,name pattern: GP entity
BLC III NOMINEE LTD,15635302,active,ltd,,11-04-2024,11-04-2024,[66300],25 Southampton Buildings London United Kingdom WC2A 1AL,name pattern: nominee entity
ABHIVIO LTD,16507107,active,ltd,,10-06-2025,10-06-2025,[66300],71-75 Shelton Street London United Kingdom WC2H 9JQ,only SIC 66300 + incorporated 2024 or later
ELMSTONE CAPITAL LTD,16511730,active,ltd,,11-06-2025,11-06-2025,[66300],Flat 2 61 Argyle Road London England W13 0LW,only SIC 66300 + incorporated 2024 or later
RENTELLIGENCE LIMITED,16522288,active,ltd,,17-06-2025,17-06-2025,[66300],44 Whitfield Road London England E6 1AS,only SIC 66300 + incorporated 2024 or later
ASSETCURE LTD,16475325,active,ltd,,27-05-2025,27-05-2025,[66300],275 New North Road London England N1 7AA,only SIC 66300 + incorporated 2024 or later
A.I. STRATEGY LTD,16549034,active,ltd,,30-06-2025,30-06-2025,[66300],Flat 612 Gilbert House Barbican London England EC2Y 8BD,only SIC 66300 + incorporated 2024 or later
HIMALAYA CAPITAL MANAGEMENT (UK) LIMITED,16549045,active,ltd,,30-06-2025,30-06-2025,[66300],4th Floor 3 More London Riverside London United Kingdom SE1 2AQ,only SIC 66300 + incorporated 2024 or later
KEITH GEOFFREY INVESTMENTS,16579475,active,private-unlimited,,14-07-2025,14-07-2025,[66300],"Mha The Pinnacle,  Building A Milton Keynes MK9 1LZ",only SIC 66300 + incorporated 2024 or later
REPEAT VC LIMITED,16520628,active,ltd,,16-06-2025,16-06-2025,[66300],"2nd Floor Connaught House,  1-3 Mount Street London United Kingdom W1K 3NB",only SIC 66300 + incorporated 2024 or later
ARVE GLOBAL GROUP LTD,16553600,active,ltd,,01-07-2025,01-07-2025,[66300],128 City Road London United Kingdom EC1V 2NX,only SIC 66300 + incorporated 2024 or later
ORION GROVE CAPITAL LIMITED,16629408,active,ltd,,05-08-2025,05-08-2025,[66300],Office 1212 Or 182-184 High Street North Area 1/1 East Ham United Kingdom E6 2JA,only SIC 66300 + incorporated 2024 or later
MACLAREN INVESTMENTS LIMITED,16594570,active,ltd,,21-07-2025,21-07-2025,[66300],C/O Elliot Woolfe & Rose Limited Stanmore United Kingdom HA7 1JS,only SIC 66300 + incorporated 2024 or later
2NA CAPITAL MANAGEMENT LTD,16595019,active,ltd,,21-07-2025,21-07-2025,[66300],"3rd Floor,  86-90 Paul Street London England EC2A 4NE",only SIC 66300 + incorporated 2024 or later
TRADINGSTOP LIMITED,16105285,active,ltd,,27-11-2024,27-11-2024,[66300],266 Shelley Road Wellingborough England NN8 3ED,only SIC 66300 + incorporated 2024 or later
ORBIS SYNDICATE LIMITED,16599372,active,ltd,,22-07-2025,22-07-2025,[66300],Flat 48 Providence House Maidenhead England SL6 8BF,only SIC 66300 + incorporated 2024 or later
ZIVE CAPITAL - CARDIFF FRIARY UK GP LIMITED,16467595,active,ltd,,22-05-2025,22-05-2025,[66300],Stanhope House London England W1K 1PR,name pattern: GP entity
ELLERSLIE INVESTMENTS LIMITED,16603262,active,ltd,,24-07-2025,24-07-2025,[66300],Rowlands Pulborough England RH20 1PQ,only SIC 66300 + incorporated 2024 or later
AURUM HEAVEN COMMUNITY GROUP LTD.,16609359,active,ltd,,28-07-2025,28-07-2025,[66300],Suite10 Capital House London United Kingdom E8 1LL,only SIC 66300 + incorporated 2024 or later
ASTOLAT INVESTMENT GROUP LIMITED,16634573,active,ltd,,07-08-2025,07-08-2025,[66300],27 Old Gloucester Street London United Kingdom WC1N 3AX,only SIC 66300 + incorporated 2024 or later
COMPTON INVESTMENT MANAGEMENT LIMITED,16636394,active,ltd,,07-08-2025,07-08-2025,[66300],45-51 Wychtree Street Swansea Wales SA6 8EX,only SIC 66300 + incorporated 2024 or later
FLUID FINANCE LTD,16622979,active,ltd,,01-08-2025,01-08-2025,[66300],5 Yarnfield Croft Stone England ST15 0GH,only SIC 66300 + incorporated 2024 or later
EMVIOS LIMITED,16625069,active,ltd,,04-08-2025,04-08-2025,[66300],5 St Botolph St London United Kingdom EC3A 7DH,only SIC 66300 + incorporated 2024 or later
SHENANDOAH CAPITAL LTD.,16626886,active,ltd,,04-08-2025,04-08-2025,[66300],71-75 Shelton Street London United Kingdom WC2H 9JQ,only SIC 66300 + incorporated 2024 or later
SANDSTONE WEALTH MANAGEMENT LTD,16842537,active,ltd,,10-11-2025,10-11-2025,[66300],Rookery Cottage Main Road Nantwich England CW5 6DJ,only SIC 66300 + incorporated 2024 or later
PASSION CAPITAL NOMINEES LIMITED,10454087,active,ltd,,31-10-2016,31-10-2016,[66300],"Second Floor,  Laxmi,  The Tanneries,  57 London England SE1 3XJ",name pattern: nominee entity
POST ROAD EUROPE (V) HOLDINGS LIMITED,16911879,active,ltd,,15-12-2025,15-12-2025,[66300],22 Great Marlborough Street London United Kingdom W1F 7HU,only SIC 66300 + incorporated 2024 or later
SEEDCAMP VI INVESTMENTS LTD,16490193,active,ltd,,02-06-2025,02-06-2025,[66300],12 Little Portland Street London England W1W 8BJ,only SIC 66300 + incorporated 2024 or later
KEMPSFORD CAPITAL LTD,16852860,active,ltd,,13-11-2025,13-11-2025,[66300],2 Old Bath Road Newbury United Kingdom RG14 1QL,only SIC 66300 + incorporated 2024 or later
NOSTOS CAPITAL LTD,16845124,active,ltd,,10-11-2025,10-11-2025,[66300],167-169 Great Portland Street London England W1W 5PF,only SIC 66300 + incorporated 2024 or later
NSII EDUCATION 2 LTD,16863798,active,ltd,,18-11-2025,18-11-2025,[66300],"First Floor,  50 Marshall Street London United Kingdom W1F 9BQ",only SIC 66300 + incorporated 2024 or later
AMPERSAND MANAGEMENT UK LTD,16460662,active,ltd,,20-05-2025,20-05-2025,[66300],Myo Piccadilly (Suite 2.03) 1 Sherwood Street London United Kingdom W1F 7BL,only SIC 66300 + incorporated 2024 or later
CACTI CAPITAL LTD,15604259,active,ltd,,30-03-2024,30-03-2024,[66300],37 Lombard Street London England EC3V 9BQ,only SIC 66300 + incorporated 2024 or later
GLOBAL GUARANTEE CAPITAL INVESTMENT PARTNERSHIP 1 MANAGEMENT COMPANY LTD,16873441,active,ltd,,25-11-2025,25-11-2025,[66300],Oriel House 26 The Quadrant Richmond England TW9 1DL,only SIC 66300 + incorporated 2024 or later
SIGNAL LOAN MANAGEMENT LIMITED,16486150,active,ltd,,30-05-2025,30-05-2025,[66300],4th Floor 25 Golden Square London United Kingdom W1F 9LU,only SIC 66300 + incorporated 2024 or later
DIGITAL ENERGY VENTURES LTD,16492427,active,ltd,,03-06-2025,03-06-2025,[66300],21 Commonfields Woking England GU24 9JA,only SIC 66300 + incorporated 2024 or later
ALIMITA 2 LIMITED,16493335,active,ltd,,03-06-2025,03-06-2025,[66300],Office 1 Hatherton Court Walsall United Kingdom WS4 2LA,only SIC 66300 + incorporated 2024 or later
EAST ANGLIA ASSET MANAGEMENT COMPANY LTD,16874160,active,ltd,,25-11-2025,25-11-2025,[66300],12a Ampthill Road Shefford United Kingdom SG17 5BD,only SIC 66300 + incorporated 2024 or later
AVESTOR INVESTMENT MANAGEMENT LTD,16883143,active,ltd,,01-12-2025,01-12-2025,[66300],99 Columbia Way Blackburn England BB2 7EA,only SIC 66300 + incorporated 2024 or later
ALDERWAY (ENGCO) LTD,15982106,active,ltd,,27-09-2024,27-09-2024,[66300],54 Welbeck Street London England W1G 9XS,only SIC 66300 + incorporated 2024 or later
AGAVE CAPITAL MANAGEMENT LIMITED,16083024,active,ltd,,15-11-2024,15-11-2024,[66300],C/O Buzzacott Llp London United Kingdom EC2V 6DL,only SIC 66300 + incorporated 2024 or later
PM GLOBAL CAPITAL LIMITED,16878627,active,ltd,,27-11-2025,27-11-2025,[66300],"6th Floor,  Amp House Croydon United Kingdom CR0 2LX",only SIC 66300 + incorporated 2024 or later
API MAWGAN PORTH INVESTMENTS LIMITED,15534432,active,ltd,,01-03-2024,01-03-2024,[66300],29 York Street London England W1H 1EZ,only SIC 66300 + incorporated 2024 or later
JS GROUP INVESTMENT LIMITED,16827880,active,ltd,,03-11-2025,03-11-2025,[66300],55 Station Road Beaconsfield England HP91 QL,only SIC 66300 + incorporated 2024 or later
KATZ GENERAL PARTNER LIMITED,16819246,active,ltd,,29-10-2025,29-10-2025,[66300],6 Hill Street London United Kingdom W1J 5NF,only SIC 66300 + incorporated 2024 or later
JAM CAPITAL INVESTMENTS LIMITED,15393659,active,ltd,,06-01-2024,06-01-2024,[66300],38 Reed Drive Redhill RH1 6TA,only SIC 66300 + incorporated 2024 or later
BOTSWANA TECH LTD,16820966,active,ltd,,30-10-2025,30-10-2025,[66300],The Stables Alton England GU34 1HG,only SIC 66300 + incorporated 2024 or later
ARCSTEN CAPITAL LIMITED,16828821,active,ltd,,03-11-2025,03-11-2025,[66300],Flat 5 5 Vicarage Gate London England W8 4HH,only SIC 66300 + incorporated 2024 or later
HOUSE OF JUPITER LIMITED,15914952,active,ltd,,23-08-2024,23-08-2024,[66300],167-169 Great Portland Street London England W1W 5PF,only SIC 66300 + incorporated 2024 or later
BULLIONEDGE FX LIMITED,16887514,active,ltd,,03-12-2025,03-12-2025,[66300],47 Redgrave Street Oldham England OL4 2DY,only SIC 66300 + incorporated 2024 or later
TRILORNA CAPITAL LTD,16944166,active,ltd,,05-01-2026,05-01-2026,[66300],167-169 Great Portland Street London England W1W 5PF,only SIC 66300 + incorporated 2024 or later
PROJECT EUROPE CARRY GP LIMITED,SC873561,active,ltd,,24-12-2025,24-12-2025,[66300],C/O Brodies Llp Capital Square Edinburgh United Kingdom EH3 8BP,name pattern: GP entity
SANTANDER ALTERNATIVE INVESTMENTS UK LIMITED,17325485,active,ltd,,07-07-2026,07-07-2026,[66300],Nations House 5th Floor West London United Kingdom W1U 1QS,only SIC 66300 + incorporated 2024 or later
SCI VENTURES BIOTECH LTD,17336857,active,ltd,,13-07-2026,13-07-2026,[66300],30 Old Bailey London United Kingdom EC4M 7AU,only SIC 66300 + incorporated 2024 or later
ICP (FINCH) GP 2 LIMITED,13716590,active,ltd,,01-11-2021,01-11-2021,[66300],Fifth Floor London England W1W 5PF,name pattern: GP entity
NABUCCO (TOPCO) LIMITED,13817888,active,ltd,,24-12-2021,24-12-2021,[66300],Fifth Floor London England W1W 5PF,name pattern: topco
MOLE (HOLDCO) LIMITED,12759550,active,ltd,,21-07-2020,21-07-2020,[66300],Fifth Floor London England W1W 5PF,name pattern: holdco
JJJ CAPITAL MANAGEMENT (UK) LTD,17355520,active,ltd,,22-07-2026,22-07-2026,[66300],"5th Floor,  Greycoat Stores London United Kingdom SW1P 1SB",only SIC 66300 + incorporated 2024 or later
JS INVESTMENT MANAGEMENT LIMITED,17364035,active,ltd,,27-07-2026,27-07-2026,[66300],18 Sussex Place London England W2 2TP,only SIC 66300 + incorporated 2024 or later
VANTRADE LTD,17366541,active,ltd,,28-07-2026,28-07-2026,[66300],128 City Road London United Kingdom EC1V 2NX,only SIC 66300 + incorporated 2024 or later
H DOBSON HOLDINGS LTD,17374038,active,ltd,,31-07-2026,31-07-2026,[66300],Devon Suite Dencora Business Centre Ipswich England IP1 5LT,only SIC 66300 + incorporated 2024 or later
KALYAN ADVISORY LIMITED,17380199,active,ltd,,04-08-2026,04-08-2026,[66300],16 Great Queen Street London United Kingdom WC2B 5AH,only SIC 66300 + incorporated 2024 or later
ASHOW STRATEGIC LTD,17373663,active,ltd,,31-07-2026,31-07-2026,[66300],128 City Road London United Kingdom EC1V 2NX,only SIC 66300 + incorporated 2024 or later
THIRD OBJECTIVE LIMITED,17370307,active,ltd,,30-07-2026,30-07-2026,[66300],Little Ghyll Wisborough Green England RH14 0DQ,only SIC 66300 + incorporated 2024 or later
HIGHBRIDGE INT LIMITED,17390600,active,ltd,,10-08-2026,10-08-2026,[66300],Woodhill Farm Gerrards Cross England SL9 7AZ,only SIC 66300 + incorporated 2024 or later
ALTERA CAPITAL LTD,17386381,active,ltd,,06-08-2026,06-08-2026,[66300],128 City Road London United Kingdom EC1V 2NX,only SIC 66300 + incorporated 2024 or later
IRE FGC REAL ESTATE DEBT GP LIMITED,17361191,active,ltd,,24-07-2026,24-07-2026,[66300],Perpetual Park Henley-On-Thames United Kingdom RG9 1HH,name pattern: GP entity
NORTH EAST TECHNOLOGY (GP) LIMITED,06628835,active,ltd,,24-06-2008,24-06-2008,[66300],"5th Floor,  West One Newcastle Upon Tyne England NE1 3PA",name pattern: GP entity
SWB CAPITAL LTD,17399528,active,ltd,,13-08-2026,13-08-2026,[66300],23 St. Stephens Crescent Grays England RM16 4AU,only SIC 66300 + incorporated 2024 or later
PLAYGROUND GLOBAL ADVISERS LTD,17404165,active,ltd,,17-08-2026,17-08-2026,[66300],100 Lambeth Palace Road London United Kingdom SE1 7AR,only SIC 66300 + incorporated 2024 or later
AVIVA INVESTORS CTF INFRASTRUCTURE MIDCO 1 LIMITED,14313704,active,ltd,,23-08-2022,23-08-2022,[66300],80 Fenchurch Street London United Kingdom EC3M 4AE,name pattern: midco
AVIVA INVESTORS UK CRESD GP LIMITED,08424756,active,ltd,,28-02-2013,28-02-2013,[66300],80 Fenchurch Street London United Kingdom EC3M 4AE,name pattern: GP entity
AVIVA SPECIAL PFI GP LIMITED,08080716,active,ltd,,23-05-2012,23-05-2012,[66300],80 Fenchurch Street London United Kingdom EC3M 4AE,name pattern: GP entity
VIP (UK) ADVISERS II LIMITED,10812268,active,ltd,,09-06-2017,09-06-2017,[66300],"4th Floor,  Nova South London England SW1E 5LB",name pattern: roman-numeral fund series suffix
LE CHAPEAU LIMITED,15805586,active,ltd,,27-06-2024,27-06-2024,[66300],25 Redston Road London England N8 7HL,only SIC 66300 + incorporated 2024 or later
ARES INITIAL GP LIMITED,09932377,active,ltd,,30-12-2015,30-12-2015,[66300],"C/O Tmf Group,  13th Floor London United Kingdom EC2R 7HJ",name pattern: GP entity
CRYPTO INVESTMENT OPTIONS LTD,15785811,active,ltd,,18-06-2024,18-06-2024,[66300],27 Lakeside Beckenham England BR3 6LX,only SIC 66300 + incorporated 2024 or later
BGFV FEEDER LTD,14935348,active,ltd,,14-06-2023,14-06-2023,[66300],Grafton House Towcester United Kingdom NN12 7LS,name pattern: feeder vehicle
ELYSIAN CAPITAL GP III (ENGLAND) LIMITED,12563377,active,ltd,,20-04-2020,20-04-2020,[66300],1 Southampton Street London England WC2R 0LR,name pattern: GP entity
COACH HOUSE SETTLEMENT (NO 5) GP LIMITED,13051511,active,ltd,,30-11-2020,30-11-2020,[66300],White House Church Lane Winchester England SO21 2NJ,name pattern: GP entity
COACH HOUSE LITIGATION (NO 3) GP LIMITED,11087876,active,ltd,,29-11-2017,29-11-2017,[66300],White House Church Lane Winchester United Kingdom SO21 2NJ,name pattern: GP entity
VGC MEMBER II LIMITED,11055584,active,ltd,,09-11-2017,09-11-2017,[66300],"2nd Floor,  201 Great Portland Street,  London United Kingdom W1W 5AB",name pattern: roman-numeral fund series suffix
VE07 BRIP FEEDER LIMITED,15843680,active,ltd,,17-07-2024,17-07-2024,[66300],Grafton House Towcester United Kingdom NN12 7LS,name pattern: feeder vehicle
IQ CAPITAL PARTNERS GP LIMITED,05463283,active,ltd,,25-05-2005,25-05-2005,[66300],45 Whitfield Street London England W1T 4HD,name pattern: GP entity
POLZEATH VILLAGE CIC,15845379,active,private-limited-guarant-nsc,community-interest-company,18-07-2024,18-07-2024,[66300],35 Higher Tristram Wadebridge England PL27 6TF,only SIC 66300 + incorporated 2024 or later
WHITEROCK GCF NOMINEES LIMITED,NI716456,active,ltd,,31-05-2024,31-05-2024,[66300],8th Floor City Exchange Building Belfast Northern Ireland BT1 4LS,name pattern: nominee entity
PEGASUS CAPITAL BIDCO LIMITED,14320331,active,ltd,,26-08-2022,26-08-2022,[66300],First Floor North High Wycombe England HP11 2EE,name pattern: bidco
BGF LIFE SCIENCES 1 GP LIMITED,12616795,active,ltd,,21-05-2020,21-05-2020,[66300],13-15 York Buildings London United Kingdom WC2N 6JU,name pattern: GP entity
FINTECH22 LIMITED,15744915,active,ltd,,28-05-2024,28-05-2024,[66300],Wayside Redbrook Street Ashford England TN26 3QR,only SIC 66300 + incorporated 2024 or later
TOSCA GP HOLDINGS LTD,12762642,active,ltd,,23-07-2020,23-07-2020,[66300],Ferguson House 15 Marylebone Road London England NW1 5JD,name pattern: GP entity
PRIMARY GP CO V LIMITED,11704445,active,ltd,,29-11-2018,29-11-2018,[66300],Augustine House London United Kingdom EC2N 2HA,name pattern: GP entity
PM ASSET MANAGEMENT (FUND IV) LIMITED,06970957,active,ltd,,23-07-2009,23-07-2009,[66300],16 Riverside Omega Park Alton GU34 2UF,name pattern: numbered fund vehicle
KEY CAPITAL PARTNERS III (NOMINEES) LIMITED,15856475,active,ltd,,24-07-2024,24-07-2024,[66300],13 Park Place Leeds United Kingdom LS1 2SJ,name pattern: nominee entity
PRIMARY IV GP CO LIMITED,08858756,active,ltd,,23-01-2014,23-01-2014,[66300],Ground Floor Augustine House London EC2N 2HA,name pattern: GP entity
FSE MEIF GP LTD,12367480,active,ltd,,17-12-2019,17-12-2019,"[64929, 66300]",First Floor Linea House Fleet England GU51 2UZ,name pattern: GP entity
MAVEN IFS EQUITY GP LIMITED,SC777479,active,ltd,,31-07-2023,31-07-2023,[66300],Kintyre House Glasgow Scotland G2 2LW,name pattern: GP entity
BGF UKEF 3 GP LIMITED,14831791,active,ltd,,27-04-2023,27-04-2023,[66300],13-15 York Buildings London United Kingdom WC2N 6JU,name pattern: GP entity
FSE SWIF EQUITY GP LIMITED,14585371,active,ltd,,11-01-2023,11-01-2023,[66300],"First Floor,  Linea House Fleet England GU51 2UZ",name pattern: GP entity
"HOXTON VENTURES IV, (SCOT) LTD",SC818164,active,ltd,,,01-08-2024,[66300],50 Lothian Road Edinburgh Scotland EH3 9WJ,name pattern: roman-numeral fund series suffix
KEY CAPITAL PARTNERS (GENERAL PARTNER) VIII LIMITED,09162283,active,ltd,,05-08-2014,05-08-2014,[66300],13 Park Place Leeds England LS1 2SJ,name pattern: roman-numeral fund series suffix
NSII TRUSTEE (UK) LTD,15876826,active,ltd,,05-08-2024,05-08-2024,[66300],"First Floor,  50 Marshall Street London United Kingdom W1F 9BQ",only SIC 66300 + incorporated 2024 or later
ECI 12 NOMINEES LIMITED,11540468,active,ltd,,28-08-2018,28-08-2018,[66300],80 Strand London England WC2R 0DT,name pattern: nominee entity
ECI 11 NOMINEES LIMITED,11549474,active,ltd,,03-09-2018,03-09-2018,[66300],80 Strand London England WC2R 0DT,name pattern: nominee entity
HSRE INVESTMENT PARTNERSHIP UK GP LIMITED,SC637990,active,ltd,,05-08-2019,05-08-2019,[66300],Collins House Edinburgh United Kingdom EH1 2AA,name pattern: GP entity
"TRACT CAPITAL MANAGEMENT UK II, LTD",15907628,active,ltd,,,20-08-2024,[66300],"Suite 1,  7th Floor 50 Broadway London United Kingdom SW1H 0DB",name pattern: roman-numeral fund series suffix
MIRAFE A HOLDINGS,15907849,active,private-unlimited,,20-08-2024,20-08-2024,[66300],1 Chamberlain Square Cs Birmingham B3 3AX,only SIC 66300 + incorporated 2024 or later
RUTLAND III CILP GP LIMITED,SC460191,active,ltd,,26-09-2013,26-09-2013,[66300],50 Lothian Road Edinburgh EH3 9WJ,name pattern: GP entity
MIRAFE T HOLDINGS,15909261,active,private-unlimited,,21-08-2024,21-08-2024,[66300],1 Chamberlain Square Cs Birmingham B3 3AX,only SIC 66300 + incorporated 2024 or later
SIMSAN VENTURES GP LTD,13923736,active,ltd,,17-02-2022,17-02-2022,[66300],"Thompson Taraz Stanhope House,  4th Floor London England W1K 1PR",name pattern: GP entity
IFM FINTECH OPPORTUNITIES III GP LIMITED,13760839,active,ltd,,23-11-2021,23-11-2021,"[64303, 66300]",404 The Frames Phipp Street London United Kingdom EC2A 4PS,name pattern: GP entity
PETERBOROUGH CAPITAL ADVISORY LTD,15917025,active,ltd,,27-08-2024,27-08-2024,[66300],C/O Aspreys Accountants Ltd No 5 The Heights Weybridge United Kingdom KT13 0NY,only SIC 66300 + incorporated 2024 or later
LUCKY FRIDAY LTD,15918836,active,ltd,,27-08-2024,27-08-2024,[66300],8 Devonshire Square London England EC2M 4YJ,only SIC 66300 + incorporated 2024 or later
EXPONENT PRIVATE EQUITY GP OF GP II LIMITED,SC326447,active,ltd,,27-06-2007,27-06-2007,[66300],58 Morrison Street Edinburgh Scotland EH3 8BP,name pattern: GP entity
EXPONENT PRIVATE EQUITY FOUNDER PARTNER GP II LIMITED,SC326446,active,ltd,,27-06-2007,27-06-2007,[66300],58 Morrison Street Edinburgh Scotland EH3 8BP,name pattern: GP entity
EXPONENT PRIVATE EQUITY GP (SECOND MEMBER) LIMITED,10175343,active,ltd,,11-05-2016,11-05-2016,[66300],30 Broadwick Street London England W1F 8JB,name pattern: GP entity
EXPONENT PRIVATE EQUITY FOUNDER PARTNER GP III LIMITED,09058511,active,ltd,,27-05-2014,27-05-2014,[66300],30 Broadwick Street London England W1F 8JB,name pattern: GP entity
BAOBAB CAPITAL MANAGEMENT LTD,15784523,active,ltd,,17-06-2024,17-06-2024,[66300],81 Rivington Street London United Kingdom EC2A 3AY,only SIC 66300 + incorporated 2024 or later
SYSTEMA GP LIMITED,12074683,active,ltd,,28-06-2019,28-06-2019,[66300],100 Cannon Street London England EC4N 6EU,name pattern: GP entity
ACORN PORTFOLIO NO3 LIMITED,15821091,active,ltd,,05-07-2024,05-07-2024,[66300],29 York Street London United Kingdom W1H 1EZ,only SIC 66300 + incorporated 2024 or later
RESONANCE WIND GP LTD,SC443189,active,ltd,,20-02-2013,20-02-2013,[66300],13 Queens Road Aberdeen AB15 4YL,name pattern: GP entity
ASHRIDGE CAPITAL FUND I GP LIMITED,06984281,active,ltd,,07-08-2009,07-08-2009,[66300],Ashridge House Golf Club Road Berkhamsted HP4 1LY,name pattern: GP entity
IQCP V C2 LIMITED,15887203,active,ltd,,09-08-2024,09-08-2024,[66300],45 Whitfield Street London England W1T 4HD,only SIC 66300 + incorporated 2024 or later
IMF BENTHAM ROW SPV 1 LIMITED,12124403,active,ltd,,26-07-2019,26-07-2019,[66300],"Link House,   Level 2 London United Kingdom EC1M 6EJ",name pattern: SPV
BROADWOOD LLSCF LIMITED,15886795,active,ltd,,08-08-2024,08-08-2024,[66300],4th Floor 95 Chancery Lane London United Kingdom WC2A 1DT,only SIC 66300 + incorporated 2024 or later
KINDRED CAPITAL OPPORTUNITY PLUS GP LIMITED,12725724,active,ltd,,07-07-2020,07-07-2020,[66300],Percy House 1st Floor West London England W1T 1QU,name pattern: GP entity
SYNOVA CAPITAL GP 7 LIMITED,14266986,active,ltd,,01-08-2022,01-08-2022,[66300],3rd Floor 45 Mortimer Street London United Kingdom W1W 8HJ,name pattern: GP entity
SLF GP LIMITED,SC391744,active,ltd,,18-01-2011,18-01-2011,[66300],Kintyre House Glasgow G2 2LW,name pattern: GP entity
GP FUND SOLUTIONS UK LIMITED,13372073,active,ltd,,03-05-2021,03-05-2021,"[64301, 66300]",Mocatta House Brighton United Kingdom BN1 4DU,name pattern: GP entity
DW NOMINEES LTD,08253342,active,ltd,,15-10-2012,15-10-2012,[66300],Beckwith Barn Warren Estate Writtle England CM1 3WT,name pattern: nominee entity
